year,tournament_id,match_id,match_date,stage,group_name,knockout_stage,home_team_code,home_team_name,away_team_code,away_team_name,home_team_score,away_team_score,extra_time,penalty_shootout,home_team_score_penalties,away_team_score_penalties,result_1x2
1950,WC-1950,M-1950-04,1950-06-25,group stage,Group 2,0,ESP,Spain,USA,United States,3,1,0,0,0,0,H
1950,WC-1950,M-1950-05,1950-06-25,group stage,Group 3,0,SWE,Sweden,ITA,Italy,3,2,0,0,0,0,H
1950,WC-1950,M-1950-06,1950-06-28,group stage,Group 1,0,BRA,Brazil,CHE,Switzerland,2,2,0,0,0,0,D
1950,WC-1950,M-1950-07,1950-06-28,group stage,Group 1,0,YUG,Yugoslavia,MEX,Mexico,4,1,0,0,0,0,H
1950,WC-1950,M-1950-08,1950-06-29,group stage,Group 2,0,ESP,Spain,CHL,Chile,2,0,0,0,0,0,H
1950,WC-1950,M-1950-09,1950-06-29,group stage,Group 2,0,USA,United States,ENG,England,1,0,0,0,0,0,H
1950,WC-1950,M-1950-10,1950-06-29,group stage,Group 3,0,SWE,Sweden,PRY,Paraguay,2,2,0,0,0,0,D
1950,WC-1950,M-1950-11,1950-07-01,group stage,Group 1,0,BRA,Brazil,YUG,Yugoslavia,2,0,0,0,0,0,H
1950,WC-1950,M-1950-12,1950-07-02,group stage,Group 2,0,CHL,Chile,USA,United States,5,2,0,0,0,0,H
1950,WC-1950,M-1950-13,1950-07-02,group stage,Group 2,0,ESP,Spain,ENG,England,1,0,0,0,0,0,H
1950,WC-1950,M-1950-14,1950-07-02,group stage,Group 3,0,ITA,Italy,PRY,Paraguay,2,0,0,0,0,0,H
1950,WC-1950,M-1950-15,1950-07-02,group stage,Group 4,0,URY,Uruguay,BOL,Bolivia,8,0,0,0,0,0,H
1950,WC-1950,M-1950-16,1950-07-02,group stage,Group 1,0,CHE,Switzerland,MEX,Mexico,2,1,0,0,0,0,H
1950,WC-1950,M-1950-17,1950-07-09,final round,not applicable,0,BRA,Brazil,SWE,Sweden,7,1,0,0,0,0,H
1950,WC-1950,M-1950-18,1950-07-09,final round,not applicable,0,URY,Uruguay,ESP,Spain,2,2,0,0,0,0,D
1950,WC-1950,M-1950-19,1950-07-13,final round,not applicable,0,BRA,Brazil,ESP,Spain,6,1,0,0,0,0,H
1950,WC-1950,M-1950-20,1950-07-13,final round,not applicable,0,URY,Uruguay,SWE,Sweden,3,2,0,0,0,0,H
1950,WC-1950,M-1950-21,1950-07-16,final round,not applicable,0,SWE,Sweden,ESP,Spain,3,1,0,0,0,0,H
1950,WC-1950,M-1950-22,1950-07-16,final round,not applicable,0,URY,Uruguay,BRA,Brazil,2,1,0,0,0,0,H
1954,WC-1954,M-1954-01,1954-06-16,group stage,Group 1,0,BRA,Brazil,MEX,Mexico,5,0,0,0,0,0,H
1954,WC-1954,M-1954-02,1954-06-16,group stage,Group 1,0,YUG,Yugoslavia,FRA,France,1,0,0,0,0,0,H
1954,WC-1954,M-1954-03,1954-06-16,group stage,Group 3,0,AUT,Austria,SCO,Scotland,1,0,0,0,0,0,H
1954,WC-1954,M-1954-04,1954-06-16,group stage,Group 3,0,URY,Uruguay,CSK,Czechoslovakia,2,0,0,0,0,0,H
1954,WC-1954,M-1954-05,1954-06-17,group stage,Group 4,0,CHE,Switzerland,ITA,Italy,2,1,0,0,0,0,H
1954,WC-1954,M-1954-06,1954-06-17,group stage,Group 2,0,HUN,Hungary,KOR,South Korea,9,0,0,0,0,0,H
1954,WC-1954,M-1954-07,1954-06-17,group stage,Group 2,0,DEU,West Germany,TUR,Turkey,4,1,0,0,0,0,H
1954,WC-1954,M-1954-08,1954-06-17,group stage,Group 4,0,ENG,England,BEL,Belgium,4,4,1,0,0,0,D
1954,WC-1954,M-1954-09,1954-06-19,group stage,Group 3,0,URY,Uruguay,SCO,Scotland,7,0,0,0,0,0,H
1954,WC-1954,M-1954-10,1954-06-19,group stage,Group 1,0,BRA,Brazil,YUG,Yugoslavia,1,1,1,0,0,0,D
1954,WC-1954,M-1954-11,1954-06-19,group stage,Group 3,0,AUT,Austria,CSK,Czechoslovakia,5,0,0,0,0,0,H
1954,WC-1954,M-1954-12,1954-06-19,group stage,Group 1,0,FRA,France,MEX,Mexico,3,2,0,0,0,0,H
1954,WC-1954,M-1954-13,1954-06-20,group stage,Group 2,0,HUN,Hungary,DEU,West Germany,8,3,0,0,0,0,H
1954,WC-1954,M-1954-14,1954-06-20,group stage,Group 2,0,TUR,Turkey,KOR,South Korea,7,0,0,0,0,0,H
1954,WC-1954,M-1954-15,1954-06-20,group stage,Group 4,0,ITA,Italy,BEL,Belgium,4,1,0,0,0,0,H
1954,WC-1954,M-1954-16,1954-06-20,group stage,Group 4,0,ENG,England,CHE,Switzerland,2,0,0,0,0,0,H
1954,WC-1954,M-1954-17,1954-06-23,group stage,Group 2,0,DEU,West Germany,TUR,Turkey,7,2,0,0,0,0,H
1954,WC-1954,M-1954-18,1954-06-23,group stage,Group 4,0,CHE,Switzerland,ITA,Italy,4,1,0,0,0,0,H
1954,WC-1954,M-1954-19,1954-06-26,quarter-finals,not applicable,1,AUT,Austria,CHE,Switzerland,7,5,0,0,0,0,H
1954,WC-1954,M-1954-20,1954-06-26,quarter-finals,not applicable,1,URY,Uruguay,ENG,England,4,2,0,0,0,0,H
1954,WC-1954,M-1954-21,1954-06-27,quarter-finals,not applicable,1,HUN,Hungary,BRA,Brazil,4,2,0,0,0,0,H
1954,WC-1954,M-1954-22,1954-06-27,quarter-finals,not applicable,1,DEU,West Germany,YUG,Yugoslavia,2,0,0,0,0,0,H
1954,WC-1954,M-1954-23,1954-06-30,semi-finals,not applicable,1,HUN,Hungary,URY,Uruguay,4,2,1,0,0,0,H
1954,WC-1954,M-1954-24,1954-06-30,semi-finals,not applicable,1,DEU,West Germany,AUT,Austria,6,1,0,0,0,0,H
1954,WC-1954,M-1954-25,1954-07-03,third-place match,not applicable,1,AUT,Austria,URY,Uruguay,3,1,0,0,0,0,H
1954,WC-1954,M-1954-26,1954-07-04,final,not applicable,1,DEU,West Germany,HUN,Hungary,3,2,0,0,0,0,H
1958,WC-1958,M-1958-01,1958-06-08,group stage,Group 3,0,SWE,Sweden,MEX,Mexico,3,0,0,0,0,0,H
1958,WC-1958,M-1958-02,1958-06-08,group stage,Group 1,0,ARG,Argentina,DEU,West Germany,1,3,0,0,0,0,A
1958,WC-1958,M-1958-03,1958-06-08,group stage,Group 1,0,NIR,Northern Ireland,CSK,Czechoslovakia,1,0,0,0,0,0,H
1958,WC-1958,M-1958-04,1958-06-08,group stage,Group 2,0,FRA,France,PRY,Paraguay,7,3,0,0,0,0,H
1958,WC-1958,M-1958-05,1958-06-08,group stage,Group 2,0,YUG,Yugoslavia,SCO,Scotland,1,1,0,0,0,0,D
1958,WC-1958,M-1958-06,1958-06-08,group stage,Group 3,0,HUN,Hungary,WAL,Wales,1,1,0,0,0,0,D
1958,WC-1958,M-1958-07,1958-06-08,group stage,Group 4,0,BRA,Brazil,AUT,Austria,3,0,0,0,0,0,H
1958,WC-1958,M-1958-08,1958-06-08,group stage,Group 4,0,SUN,Soviet Union,ENG,England,2,2,0,0,0,0,D
1958,WC-1958,M-1958-09,1958-06-11,group stage,Group 1,0,ARG,Argentina,NIR,Northern Ireland,3,1,0,0,0,0,H
1958,WC-1958,M-1958-10,1958-06-11,group stage,Group 1,0,DEU,West Germany,CSK,Czechoslovakia,2,2,0,0,0,0,D
1958,WC-1958,M-1958-11,1958-06-11,group stage,Group 2,0,PRY,Paraguay,SCO,Scotland,3,2,0,0,0,0,H
1958,WC-1958,M-1958-12,1958-06-11,group stage,Group 2,0,YUG,Yugoslavia,FRA,France,3,2,0,0,0,0,H
1958,WC-1958,M-1958-13,1958-06-11,group stage,Group 3,0,MEX,Mexico,WAL,Wales,1,1,0,0,0,0,D
1958,WC-1958,M-1958-14,1958-06-11,group stage,Group 4,0,BRA,Brazil,ENG,England,0,0,0,0,0,0,D
1958,WC-1958,M-1958-15,1958-06-11,group stage,Group 4,0,SUN,Soviet Union,AUT,Austria,2,0,0,0,0,0,H
1958,WC-1958,M-1958-16,1958-06-12,group stage,Group 3,0,SWE,Sweden,HUN,Hungary,2,1,0,0,0,0,H
1958,WC-1958,M-1958-17,1958-06-15,group stage,Group 3,0,SWE,Sweden,WAL,Wales,0,0,0,0,0,0,D
1958,WC-1958,M-1958-18,1958-06-15,group stage,Group 1,0,CSK,Czechoslovakia,ARG,Argentina,6,1,0,0,0,0,H
1958,WC-1958,M-1958-19,1958-06-15,group stage,Group 1,0,DEU,West Germany,NIR,Northern Ireland,2,2,0,0,0,0,D
1958,WC-1958,M-1958-20,1958-06-15,group stage,Group 2,0,FRA,France,SCO,Scotland,2,1,0,0,0,0,H
1958,WC-1958,M-1958-21,1958-06-15,group stage,Group 2,0,PRY,Paraguay,YUG,Yugoslavia,3,3,0,0,0,0,D
1958,WC-1958,M-1958-22,1958-06-15,group stage,Group 3,0,HUN,Hungary,MEX,Mexico,4,0,0,0,0,0,H
1958,WC-1958,M-1958-23,1958-06-15,group stage,Group 4,0,BRA,Brazil,SUN,Soviet Union,2,0,0,0,0,0,H
1958,WC-1958,M-1958-24,1958-06-15,group stage,Group 4,0,ENG,England,AUT,Austria,2,2,0,0,0,0,D
1958,WC-1958,M-1958-25,1958-06-17,group stage,Group 1,0,NIR,Northern Ireland,CSK,Czechoslovakia,2,1,1,0,0,0,H
1958,WC-1958,M-1958-26,1958-06-17,group stage,Group 3,0,WAL,Wales,HUN,Hungary,2,1,0,0,0,0,H
1958,WC-1958,M-1958-27,1958-06-17,group stage,Group 4,0,SUN,Soviet Union,ENG,England,1,0,0,0,0,0,H
1958,WC-1958,M-1958-28,1958-06-19,quarter-finals,not applicable,1,BRA,Brazil,WAL,Wales,1,0,0,0,0,0,H
1958,WC-1958,M-1958-29,1958-06-19,quarter-finals,not applicable,1,FRA,France,NIR,Northern Ireland,4,0,0,0,0,0,H
1958,WC-1958,M-1958-30,1958-06-19,quarter-finals,not applicable,1,SWE,Sweden,SUN,Soviet Union,2,0,0,0,0,0,H
1958,WC-1958,M-1958-31,1958-06-19,quarter-finals,not applicable,1,DEU,West Germany,YUG,Yugoslavia,1,0,0,0,0,0,H
1958,WC-1958,M-1958-32,1958-06-24,semi-finals,not applicable,1,BRA,Brazil,FRA,France,5,2,0,0,0,0,H
1958,WC-1958,M-1958-33,1958-06-24,semi-finals,not applicable,1,SWE,Sweden,DEU,West Germany,3,1,0,0,0,0,H
1958,WC-1958,M-1958-34,1958-06-28,third-place match,not applicable,1,FRA,France,DEU,West Germany,6,3,0,0,0,0,H
1958,WC-1958,M-1958-35,1958-06-29,final,not applicable,1,BRA,Brazil,SWE,Sweden,5,2,0,0,0,0,H
1962,WC-1962,M-1962-01,1962-05-30,group stage,Group 1,0,URY,Uruguay,COL,Colombia,2,1,0,0,0,0,H
1962,WC-1962,M-1962-02,1962-05-30,group stage,Group 2,0,CHL,Chile,CHE,Switzerland,3,1,0,0,0,0,H
1962,WC-1962,M-1962-03,1962-05-30,group stage,Group 3,0,BRA,Brazil,MEX,Mexico,2,0,0,0,0,0,H
1962,WC-1962,M-1962-04,1962-05-30,group stage,Group 4,0,ARG,Argentina,BGR,Bulgaria,1,0,0,0,0,0,H
1962,WC-1962,M-1962-05,1962-05-31,group stage,Group 1,0,SUN,Soviet Union,YUG,Yugoslavia,2,0,0,0,0,0,H
1962,WC-1962,M-1962-06,1962-05-31,group stage,Group 2,0,DEU,West Germany,ITA,Italy,0,0,0,0,0,0,D
1962,WC-1962,M-1962-07,1962-05-31,group stage,Group 3,0,CSK,Czechoslovakia,ESP,Spain,1,0,0,0,0,0,H
1962,WC-1962,M-1962-08,1962-05-31,group stage,Group 4,0,HUN,Hungary,ENG,England,2,1,0,0,0,0,H
1962,WC-1962,M-1962-09,1962-06-02,group stage,Group 1,0,YUG,Yugoslavia,URY,Uruguay,3,1,0,0,0,0,H
1962,WC-1962,M-1962-10,1962-06-02,group stage,Group 2,0,CHL,Chile,ITA,Italy,2,0,0,0,0,0,H
1962,WC-1962,M-1962-11,1962-06-02,group stage,Group 3,0,BRA,Brazil,CSK,Czechoslovakia,0,0,0,0,0,0,D
1962,WC-1962,M-1962-12,1962-06-02,group stage,Group 4,0,ENG,England,ARG,Argentina,3,1,0,0,0,0,H
1962,WC-1962,M-1962-13,1962-06-03,group stage,Group 1,0,SUN,Soviet Union,COL,Colombia,4,4,0,0,0,0,D
1962,WC-1962,M-1962-14,1962-06-03,group stage,Group 2,0,DEU,West Germany,CHE,Switzerland,2,1,0,0,0,0,H
1962,WC-1962,M-1962-15,1962-06-03,group stage,Group 3,0,ESP,Spain,MEX,Mexico,1,0,0,0,0,0,H
1962,WC-1962,M-1962-16,1962-06-03,group stage,Group 4,0,HUN,Hungary,BGR,Bulgaria,6,1,0,0,0,0,H
1962,WC-1962,M-1962-17,1962-06-06,group stage,Group 1,0,SUN,Soviet Union,URY,Uruguay,2,1,0,0,0,0,H
1962,WC-1962,M-1962-18,1962-06-06,group stage,Group 2,0,DEU,West Germany,CHL,Chile,2,0,0,0,0,0,H
1962,WC-1962,M-1962-19,1962-06-06,group stage,Group 3,0,BRA,Brazil,ESP,Spain,2,1,0,0,0,0,H
1962,WC-1962,M-1962-20,1962-06-06,group stage,Group 4,0,HUN,Hungary,ARG,Argentina,0,0,0,0,0,0,D
1962,WC-1962,M-1962-21,1962-06-07,group stage,Group 1,0,YUG,Yugoslavia,COL,Colombia,5,0,0,0,0,0,H
1962,WC-1962,M-1962-22,1962-06-07,group stage,Group 2,0,ITA,Italy,CHE,Switzerland,3,0,0,0,0,0,H
1962,WC-1962,M-1962-23,1962-06-07,group stage,Group 3,0,MEX,Mexico,CSK,Czechoslovakia,3,1,0,0,0,0,H
1962,WC-1962,M-1962-24,1962-06-07,group stage,Group 4,0,ENG,England,BGR,Bulgaria,0,0,0,0,0,0,D
1962,WC-1962,M-1962-25,1962-06-10,quarter-finals,not applicable,1,BRA,Brazil,ENG,England,3,1,0,0,0,0,H
1962,WC-1962,M-1962-26,1962-06-10,quarter-finals,not applicable,1,CHL,Chile,SUN,Soviet Union,2,1,0,0,0,0,H
1962,WC-1962,M-1962-27,1962-06-10,quarter-finals,not applicable,1,CSK,Czechoslovakia,HUN,Hungary,1,0,0,0,0,0,H
1962,WC-1962,M-1962-28,1962-06-10,quarter-finals,not applicable,1,YUG,Yugoslavia,DEU,West Germany,1,0,0,0,0,0,H
1962,WC-1962,M-1962-29,1962-06-13,semi-finals,not applicable,1,BRA,Brazil,CHL,Chile,4,2,0,0,0,0,H
1962,WC-1962,M-1962-30,1962-06-13,semi-finals,not applicable,1,CSK,Czechoslovakia,YUG,Yugoslavia,3,1,0,0,0,0,H
1962,WC-1962,M-1962-31,1962-06-16,third-place match,not applicable,1,CHL,Chile,YUG,Yugoslavia,1,0,0,0,0,0,H
1962,WC-1962,M-1962-32,1962-06-17,final,not applicable,1,BRA,Brazil,CSK,Czechoslovakia,3,1,0,0,0,0,H
1966,WC-1966,M-1966-01,1966-07-11,group stage,Group 1,0,ENG,England,URY,Uruguay,0,0,0,0,0,0,D
1966,WC-1966,M-1966-02,1966-07-12,group stage,Group 2,0,DEU,West Germany,CHE,Switzerland,5,0,0,0,0,0,H
1966,WC-1966,M-1966-03,1966-07-12,group stage,Group 3,0,BRA,Brazil,BGR,Bulgaria,2,0,0,0,0,0,H
1966,WC-1966,M-1966-04,1966-07-12,group stage,Group 4,0,SUN,Soviet Union,PRK,North Korea,3,0,0,0,0,0,H
1966,WC-1966,M-1966-05,1966-07-13,group stage,Group 1,0,FRA,France,MEX,Mexico,1,1,0,0,0,0,D
1966,WC-1966,M-1966-06,1966-07-13,group stage,Group 2,0,ARG,Argentina,ESP,Spain,2,1,0,0,0,0,H
1966,WC-1966,M-1966-07,1966-07-13,group stage,Group 3,0,PRT,Portugal,HUN,Hungary,3,1,0,0,0,0,H
1966,WC-1966,M-1966-08,1966-07-13,group stage,Group 4,0,ITA,Italy,CHL,Chile,2,0,0,0,0,0,H
1966,WC-1966,M-1966-09,1966-07-15,group stage,Group 1,0,URY,Uruguay,FRA,France,2,1,0,0,0,0,H
1966,WC-1966,M-1966-10,1966-07-15,group stage,Group 2,0,ESP,Spain,CHE,Switzerland,2,1,0,0,0,0,H
1966,WC-1966,M-1966-11,1966-07-15,group stage,Group 3,0,HUN,Hungary,BRA,Brazil,3,1,0,0,0,0,H
1966,WC-1966,M-1966-12,1966-07-15,group stage,Group 4,0,CHL,Chile,PRK,North Korea,1,1,0,0,0,0,D
1966,WC-1966,M-1966-13,1966-07-16,group stage,Group 2,0,ARG,Argentina,DEU,West Germany,0,0,0,0,0,0,D
1966,WC-1966,M-1966-14,1966-07-16,group stage,Group 3,0,PRT,Portugal,BGR,Bulgaria,3,0,0,0,0,0,H
1966,WC-1966,M-1966-15,1966-07-16,group stage,Group 4,0,SUN,Soviet Union,ITA,Italy,1,0,0,0,0,0,H
1966,WC-1966,M-1966-16,1966-07-16,group stage,Group 1,0,ENG,England,MEX,Mexico,2,0,0,0,0,0,H
1966,WC-1966,M-1966-17,1966-07-19,group stage,Group 1,0,MEX,Mexico,URY,Uruguay,0,0,0,0,0,0,D
1966,WC-1966,M-1966-18,1966-07-19,group stage,Group 2,0,ARG,Argentina,CHE,Switzerland,2,0,0,0,0,0,H
1966,WC-1966,M-1966-19,1966-07-19,group stage,Group 3,0,PRT,Portugal,BRA,Brazil,3,1,0,0,0,0,H
1966,WC-1966,M-1966-20,1966-07-19,group stage,Group 4,0,PRK,North Korea,ITA,Italy,1,0,0,0,0,0,H
1966,WC-1966,M-1966-21,1966-07-20,group stage,Group 1,0,ENG,England,FRA,France,2,0,0,0,0,0,H
1966,WC-1966,M-1966-22,1966-07-20,group stage,Group 2,0,DEU,West Germany,ESP,Spain,2,1,0,0,0,0,H
1966,WC-1966,M-1966-23,1966-07-20,group stage,Group 3,0,HUN,Hungary,BGR,Bulgaria,3,1,0,0,0,0,H
1966,WC-1966,M-1966-24,1966-07-20,group stage,Group 4,0,SUN,Soviet Union,CHL,Chile,2,1,0,0,0,0,H
1966,WC-1966,M-1966-25,1966-07-23,quarter-finals,not applicable,1,ENG,England,ARG,Argentina,1,0,0,0,0,0,H
1966,WC-1966,M-1966-26,1966-07-23,quarter-finals,not applicable,1,PRT,Portugal,PRK,North Korea,5,3,0,0,0,0,H
1966,WC-1966,M-1966-27,1966-07-23,quarter-finals,not applicable,1,SUN,Soviet Union,HUN,Hungary,2,1,0,0,0,0,H
1966,WC-1966,M-1966-28,1966-07-23,quarter-finals,not applicable,1,DEU,West Germany,URY,Uruguay,4,0,0,0,0,0,H
1966,WC-1966,M-1966-29,1966-07-25,semi-finals,not applicable,1,DEU,West Germany,SUN,Soviet Union,2,1,0,0,0,0,H
1966,WC-1966,M-1966-30,1966-07-26,semi-finals,not applicable,1,ENG,England,PRT,Portugal,2,1,0,0,0,0,H
1966,WC-1966,M-1966-31,1966-07-28,third-place match,not applicable,1,PRT,Portugal,SUN,Soviet Union,2,1,0,0,0,0,H
1966,WC-1966,M-1966-32,1966-07-30,final,not applicable,1,ENG,England,DEU,West Germany,4,2,1,0,0,0,H
1970,WC-1970,M-1970-01,1970-05-31,group stage,Group 1,0,MEX,Mexico,SUN,Soviet Union,0,0,0,0,0,0,D
1970,WC-1970,M-1970-02,1970-06-02,group stage,Group 2,0,URY,Uruguay,ISR,Israel,2,0,0,0,0,0,H
1970,WC-1970,M-1970-03,1970-06-02,group stage,Group 3,0,ENG,England,ROU,Romania,1,0,0,0,0,0,H
1970,WC-1970,M-1970-04,1970-06-02,group stage,Group 4,0,PER,Peru,BGR,Bulgaria,3,2,0,0,0,0,H
1970,WC-1970,M-1970-05,1970-06-03,group stage,Group 1,0,BEL,Belgium,SLV,El Salvador,3,0,0,0,0,0,H
1970,WC-1970,M-1970-06,1970-06-03,group stage,Group 2,0,ITA,Italy,SWE,Sweden,1,0,0,0,0,0,H
1970,WC-1970,M-1970-07,1970-06-03,group stage,Group 3,0,BRA,Brazil,CSK,Czechoslovakia,4,1,0,0,0,0,H
1970,WC-1970,M-1970-08,1970-06-03,group stage,Group 4,0,DEU,West Germany,MAR,Morocco,2,1,0,0,0,0,H
1970,WC-1970,M-1970-09,1970-06-06,group stage,Group 1,0,SUN,Soviet Union,BEL,Belgium,4,1,0,0,0,0,H
1970,WC-1970,M-1970-10,1970-06-06,group stage,Group 2,0,URY,Uruguay,ITA,Italy,0,0,0,0,0,0,D
1970,WC-1970,M-1970-11,1970-06-06,group stage,Group 3,0,ROU,Romania,CSK,Czechoslovakia,2,1,0,0,0,0,H
1970,WC-1970,M-1970-12,1970-06-06,group stage,Group 4,0,PER,Peru,MAR,Morocco,3,0,0,0,0,0,H
1970,WC-1970,M-1970-13,1970-06-07,group stage,Group 1,0,MEX,Mexico,SLV,El Salvador,4,0,0,0,0,0,H
1970,WC-1970,M-1970-14,1970-06-07,group stage,Group 2,0,SWE,Sweden,ISR,Israel,1,1,0,0,0,0,D
1970,WC-1970,M-1970-15,1970-06-07,group stage,Group 3,0,BRA,Brazil,ENG,England,1,0,0,0,0,0,H
1970,WC-1970,M-1970-16,1970-06-07,group stage,Group 4,0,DEU,West Germany,BGR,Bulgaria,5,2,0,0,0,0,H
1970,WC-1970,M-1970-17,1970-06-10,group stage,Group 1,0,SUN,Soviet Union,SLV,El Salvador,2,0,0,0,0,0,H
1970,WC-1970,M-1970-18,1970-06-10,group stage,Group 2,0,SWE,Sweden,URY,Uruguay,1,0,0,0,0,0,H
1970,WC-1970,M-1970-19,1970-06-10,group stage,Group 3,0,BRA,Brazil,ROU,Romania,3,2,0,0,0,0,H
1970,WC-1970,M-1970-20,1970-06-10,group stage,Group 4,0,DEU,West Germany,PER,Peru,3,1,0,0,0,0,H
1970,WC-1970,M-1970-21,1970-06-11,group stage,Group 1,0,MEX,Mexico,BEL,Belgium,1,0,0,0,0,0,H
1970,WC-1970,M-1970-22,1970-06-11,group stage,Group 2,0,ITA,Italy,ISR,Israel,0,0,0,0,0,0,D
1970,WC-1970,M-1970-23,1970-06-11,group stage,Group 3,0,ENG,England,CSK,Czechoslovakia,1,0,0,0,0,0,H
1970,WC-1970,M-1970-24,1970-06-11,group stage,Group 4,0,BGR,Bulgaria,MAR,Morocco,1,1,0,0,0,0,D
1970,WC-1970,M-1970-25,1970-06-14,quarter-finals,not applicable,1,BRA,Brazil,PER,Peru,4,2,0,0,0,0,H
1970,WC-1970,M-1970-26,1970-06-14,quarter-finals,not applicable,1,ITA,Italy,MEX,Mexico,4,1,0,0,0,0,H
1970,WC-1970,M-1970-27,1970-06-14,quarter-finals,not applicable,1,SUN,Soviet Union,URY,Uruguay,0,1,1,0,0,0,A
1970,WC-1970,M-1970-28,1970-06-14,quarter-finals,not applicable,1,DEU,West Germany,ENG,England,3,2,1,0,0,0,H
1970,WC-1970,M-1970-29,1970-06-17,semi-finals,not applicable,1,BRA,Brazil,URY,Uruguay,3,1,0,0,0,0,H
1970,WC-1970,M-1970-30,1970-06-17,semi-finals,not applicable,1,ITA,Italy,DEU,West Germany,4,3,1,0,0,0,H
1970,WC-1970,M-1970-31,1970-06-20,third-place match,not applicable,1,DEU,West Germany,URY,Uruguay,1,0,0,0,0,0,H
1970,WC-1970,M-1970-32,1970-06-21,final,not applicable,1,BRA,Brazil,ITA,Italy,4,1,0,0,0,0,H
1974,WC-1974,M-1974-01,1974-06-13,group stage,Group 2,0,BRA,Brazil,YUG,Yugoslavia,0,0,0,0,0,0,D
1974,WC-1974,M-1974-02,1974-06-14,group stage,Group 1,0,DEU,West Germany,CHL,Chile,1,0,0,0,0,0,H
1974,WC-1974,M-1974-03,1974-06-14,group stage,Group 1,0,DDR,East Germany,AUS,Australia,2,0,0,0,0,0,H
1974,WC-1974,M-1974-04,1974-06-14,group stage,Group 2,0,COD,Zaire,SCO,Scotland,0,2,0,0,0,0,A
1974,WC-1974,M-1974-05,1974-06-15,group stage,Group 3,0,SWE,Sweden,BGR,Bulgaria,0,0,0,0,0,0,D
1974,WC-1974,M-1974-06,1974-06-15,group stage,Group 3,0,URY,Uruguay,NLD,Netherlands,0,2,0,0,0,0,A
1974,WC-1974,M-1974-07,1974-06-15,group stage,Group 4,0,ITA,Italy,HTI,Haiti,3,1,0,0,0,0,H
1974,WC-1974,M-1974-08,1974-06-15,group stage,Group 4,0,POL,Poland,ARG,Argentina,3,2,0,0,0,0,H
1974,WC-1974,M-1974-09,1974-06-18,group stage,Group 1,0,AUS,Australia,DEU,West Germany,0,3,0,0,0,0,A
1974,WC-1974,M-1974-10,1974-06-18,group stage,Group 1,0,CHL,Chile,DDR,East Germany,1,1,0,0,0,0,D
1974,WC-1974,M-1974-11,1974-06-18,group stage,Group 2,0,SCO,Scotland,BRA,Brazil,0,0,0,0,0,0,D
1974,WC-1974,M-1974-12,1974-06-18,group stage,Group 2,0,YUG,Yugoslavia,COD,Zaire,9,0,0,0,0,0,H
1974,WC-1974,M-1974-13,1974-06-19,group stage,Group 3,0,BGR,Bulgaria,URY,Uruguay,1,1,0,0,0,0,D
1974,WC-1974,M-1974-14,1974-06-19,group stage,Group 3,0,NLD,Netherlands,SWE,Sweden,0,0,0,0,0,0,D
1974,WC-1974,M-1974-15,1974-06-19,group stage,Group 4,0,ARG,Argentina,ITA,Italy,1,1,0,0,0,0,D
1974,WC-1974,M-1974-16,1974-06-19,group stage,Group 4,0,HTI,Haiti,POL,Poland,0,7,0,0,0,0,A
1974,WC-1974,M-1974-17,1974-06-22,group stage,Group 1,0,AUS,Australia,CHL,Chile,0,0,0,0,0,0,D
1974,WC-1974,M-1974-18,1974-06-22,group stage,Group 2,0,SCO,Scotland,YUG,Yugoslavia,1,1,0,0,0,0,D
1974,WC-1974,M-1974-19,1974-06-22,group stage,Group 2,0,COD,Zaire,BRA,Brazil,0,3,0,0,0,0,A
1974,WC-1974,M-1974-20,1974-06-22,group stage,Group 1,0,DDR,East Germany,DEU,West Germany,1,0,0,0,0,0,H
1974,WC-1974,M-1974-21,1974-06-23,group stage,Group 3,0,BGR,Bulgaria,NLD,Netherlands,1,4,0,0,0,0,A
1974,WC-1974,M-1974-22,1974-06-23,group stage,Group 3,0,SWE,Sweden,URY,Uruguay,3,0,0,0,0,0,H
1974,WC-1974,M-1974-23,1974-06-23,group stage,Group 4,0,ARG,Argentina,HTI,Haiti,4,1,0,0,0,0,H
1974,WC-1974,M-1974-24,1974-06-23,group stage,Group 4,0,POL,Poland,ITA,Italy,2,1,0,0,0,0,H
1974,WC-1974,M-1974-25,1974-06-26,second group stage,Group B,0,YUG,Yugoslavia,DEU,West Germany,0,2,0,0,0,0,A
1974,WC-1974,M-1974-26,1974-06-26,second group stage,Group A,0,BRA,Brazil,DDR,East Germany,1,0,0,0,0,0,H
1974,WC-1974,M-1974-27,1974-06-26,second group stage,Group A,0,NLD,Netherlands,ARG,Argentina,4,0,0,0,0,0,H
1974,WC-1974,M-1974-28,1974-06-26,second group stage,Group B,0,SWE,Sweden,POL,Poland,0,1,0,0,0,0,A
1974,WC-1974,M-1974-29,1974-06-30,second group stage,Group A,0,ARG,Argentina,BRA,Brazil,1,2,0,0,0,0,A
1974,WC-1974,M-1974-30,1974-06-30,second group stage,Group A,0,DDR,East Germany,NLD,Netherlands,0,2,0,0,0,0,A
1974,WC-1974,M-1974-31,1974-06-30,second group stage,Group B,0,POL,Poland,YUG,Yugoslavia,2,1,0,0,0,0,H
1974,WC-1974,M-1974-32,1974-06-30,second group stage,Group B,0,DEU,West Germany,SWE,Sweden,4,2,0,0,0,0,H
1974,WC-1974,M-1974-33,1974-07-03,second group stage,Group B,0,POL,Poland,DEU,West Germany,0,1,0,0,0,0,A
